title,url,originName,editor,displayTime,summary,content
谋“独”是注定破灭的痴心妄想（日月谈）,http://tw.people.com.cn/n1/2025/0109/c14657-40397995.html,人民网－人民日报海外版,袁勃,2025-01-08 20:13:38,事实摆在那里，“台独”分裂势力勾连外部势力进行谋“独”挑衅，是导致两岸关系紧张、破坏台海和平稳定的祸根乱源。大陆对此决不容忍、决不姑息。希望广大台湾同胞从民族大义和自身福祉出发，看清时与势，坚决反对“台独”挑衅和外来干涉，共同维护台海和平稳定，共同促进两岸交流合作，共同创造两岸关系和民族复兴的美好未来！,"民进党当局领导人赖清德近日发表""元旦讲话"",鼓噪""民主对抗威权""虚假叙事,持续蛊惑岛内民众,误导舆论视听,妄图升高两岸敌意对抗,充分暴露其丧失民族大义、向外部势力献媚输诚的丑态和""倚外谋独""""以武谋独""的企图。这种伎俩欺骗不了世人,也绝对不会得逞。  赖清德的""元旦讲话""谋""独""之心不死,对抗思维不改。讲话通篇以""台湾""""中国""称谓两岸,公然给大陆扣上""威权政体""帽子,叫嚣""全球民主阵营更应该携手合作""、台湾要""强化国防力量""云云,意在拉外部势力为自己""倚外谋独""背书,为""以武谋独""壮胆。赖清德无视两岸经济交流合作优势互补、互利双赢的现实,反而歪曲大陆""红色供应链""对台湾""低价倾销"",试图推动岛内经济与大陆""脱钩断链""。在两岸融合发展走深走实的背景下,""逢中必反""的民进党当局大搞政治操弄,干扰阻挠两岸正常经贸往来,只会让台湾经济逐步丧失竞争力,损害台湾民众福祉和企业利益。  ""元旦讲话""还隐藏赖清德当局的如意算盘,即打着""民主""旗号换取美西方支持。民进党当局动辄自诩为""民主前沿""""民主阵营的伙伴"",打着""民主""的幌子四处求关注,企图以所谓""价值观认同""挤进西方""民主阵营"",挟洋自重,对抗大陆。但美西方所谓""民主阵营""支持台湾是假,利用其作为遏制大陆的棋子是真。特朗普第一任期内,美国一直敦促民进党当局增加防务预算并从中赚得盆满钵满。下一步,美国还会加码要求台湾缴纳更多""保护费"",甚至强制要求台核心优势产业""投资美国"",向美转移产能。民进党当局要迎合美国,必然就要投入更多""真金白银"",纳更多""投名状"",从而挤占民生、健保等经费。但在美国奉行""美国利益优先""的情况下,民进党当局即便再怎么无底线输诚,也难逃棋子变弃子的命运。  据统计,赖清德在讲话中20余次提及""民主"",但""民主""外衣难掩民进党""假民主、反民主""的真面目。岛内有识之士指出,民进党口中的""民主"",就是让""民进党作主"",其目的有二。一是在掌握""执政权""和话语权基础上,挟""民主""以令岛内民意,借机打压蓝白势力和社会不同声音;二是以""意识形态对立""搞分裂,抹黑大陆反""独""促统正义之举。从打压异己到撕裂族群,从激化两岸对立到不惜将台湾民众绑上""台独""战车,无论说辞多漂亮、调门多高,民进党当局践踏民主、乱台毁台的种种劣行,已经让赖清德的谎言、空话再难欺世惑众。  事实摆在那里,""台独""分裂势力勾连外部势力进行谋""独""挑衅,是导致两岸关系紧张、破坏台海和平稳定的祸根乱源。大陆对此决不容忍、决不姑息。大陆方面有坚定的意志、足够的能力,不断充实反""独""工具箱,对各种形式的""台独""分裂活动予以坚决打击、反制。谋""独""是注定破灭的痴心妄想,赖清德只会给台湾同胞带来深重祸害。  在新的一年里,在坚持一个中国原则和""九二共识""的基础上,大陆方面将广泛团结台湾同胞,共同推进两岸关系发展和祖国统一进程。希望广大台湾同胞从民族大义和自身福祉出发,看清时与势,坚决反对""台独""挑衅和外来干涉,共同维护台海和平稳定,共同促进两岸交流合作,共同创造两岸关系和民族复兴的美好未来! 

(责编:袁勃、赵欣悦)"
国台办：坚决反对美日联合声明借台湾问题说三道四,http://usa.people.com.cn/n1/2025/0213/c241376-40417944.html,新华社,林凡巽,2025-02-13 01:53:44,有记者问：美国、日本两国领导人会面后发表联合声明，其中提及台海和平稳定重要性并支持台湾有意义参与国际组织，反对“中国以武力或胁迫方式片面改变现状”。民进党当局对此表示感谢。对此有何评论？,"新华社北京2月12日电(记者尚昊、王承昊)国务院台办发言人朱凤莲12日在例行新闻发布会上就近日发表的美日联合声明相关内容应询指出,台湾问题纯属中国内政,不容任何外来干涉。所谓联合声明借台湾问题说三道四,粗暴干涉中国内政,我们对此坚决反对。
有记者问:美国、日本两国领导人会面后发表联合声明,其中提及台海和平稳定重要性并支持台湾有意义参与国际组织,反对""中国以武力或胁迫方式片面改变现状""。民进党当局对此表示感谢。对此有何评论?朱凤莲答问时作上述表示。
朱凤莲说,我们敦促美方恪守一个中国原则和中美三个联合公报规定,停止向""台独""分裂势力发出任何错误信号。日本作为在台湾问题上负有历史罪责的国家,应该汲取历史教训,谨言慎行,恪守中日四个政治文件精神,慎重处理涉台问题。正告民进党当局,妄图依靠外部势力分裂国家,注定失败。
有记者问:美国总统特朗普日前表示将对电脑芯片、半导体进口课征高关税,并再度称98%的芯片生意都跑到台湾,希望这些产业回到美国。民进党当局称,将提出4项""应对措施"",""强化台美产业合作""。对此有何评论?
朱凤莲答问指出,美国有关单边主义和贸易保护主义的做法,再次证明美国永远奉行""美国利益优先""。事实一再证明,民进党当局""倚美""越多,害台越深。所谓""应对措施""不过是""卖台媚美"",只会损害台湾产业发展根基,牺牲台湾民众利益福祉。

(责编:林凡巽、姜洁)"
中方驳卢比奥涉华言论：美方要停止无端攻击抹黑中国,http://usa.people.com.cn/n1/2025/0117/c241376-40403844.html,中国新闻网,林凡巽,2025-01-17 00:53:23,当前台海和平的最大挑战是“台独”分裂活动和外部势力的干扰破坏。美方应该做的是恪守一个中国原则和中美三个联合公报，恪守不支持“台独”的承诺，停止纵容“台独”分裂势力，停止在台湾问题上干涉中国内政。,"中新社北京1月16日电 (记者 张素)针对拟任美国国务卿的卢比奥发表涉华言论,中国外交部发言人郭嘉昆16日在例行记者会上予以驳斥。
郭嘉昆表示,中国的发展有着清晰的历史逻辑和强大的内生动力,我们的目标光明磊落,就是让人民过上更好的日子,为世界作出更大的贡献。
""中方始终按照习近平主席提出的相互尊重、和平共处、合作共赢的原则看待和处理中美关系,同时,坚决捍卫自身主权、安全、发展利益。""郭嘉昆说,美方要树立正确的对华认知,停止无端攻击抹黑中国。
郭嘉昆强调,台湾是中国的台湾,台湾问题纯属中国内政,不容任何外部干涉。当前台海和平的最大挑战是""台独""分裂活动和外部势力的干扰破坏。美方应该做的是恪守一个中国原则和中美三个联合公报,恪守不支持""台独""的承诺,停止纵容""台独""分裂势力,停止在台湾问题上干涉中国内政。
例行记者会上,对于美国候任国防部长海格塞斯的涉朝鲜言论,郭嘉昆在应询时强调,中方在朝鲜半岛问题上的基本立场没有变化。
郭嘉昆说,中方始终认为,维护半岛的和平稳定、推动半岛问题的政治解决符合各方共同利益,希望各方为此作出共同努力。

(责编:林凡巽、姜洁)"
国台办：赖清德意图让无辜青年成为“台独”牺牲品，其行可耻其心可诛,http://tw.people.com.cn/n1/2024/1127/c14657-40370433.html,新华网,牛镛,2024-11-27 08:28:20,陈斌华表示，“台独”与台海和平水火不容。“台独”分裂势力及其谋“独”挑衅是台海和平稳定的最大威胁。我们愿在坚持“九二共识”、反对“台独”共同政治基础上，加强与台湾各政党、团体、有识之士的联系沟通，促进两岸交流合作，维护台海和平稳定，推动两岸关系和平发展，推进祖国统一。 　　,"新华社北京11月27日电(记者赵博、王承昊)针对赖清德日前出席一场青年活动时提出所谓""和平三选项"",再次鼓噪两岸""互不隶属"",国务院台办发言人陈斌华27日在例行新闻发布会上应询指出,面对未成年学生,赖清德以骗术、话语欺骗诱导年轻学子接受其""台独""分裂主张,意图让无辜青年成为""台独""牺牲品,其行可耻,其心可诛。
  陈斌华表示,""台独""与台海和平水火不容。""台独""分裂势力及其谋""独""挑衅是台海和平稳定的最大威胁。赖清德所谓的""和平之路"",是置台湾青年和广大民众安全福祉于不顾、打着""和平""幌子备战引战的自毁之路,是把台湾一步步推向兵凶战危的自绝之路。希望广大台湾同胞特别是台湾青年认清赖清德和民进党当局的""台独""本性,把命运牢牢掌握在自己手中,坚决反对其谋""独""挑衅,让台湾转危为安,走上可长可久的和平之路。
  马英九近日出席中国国民党党庆活动时再次痛批赖清德强推""互不隶属""的""新两国论"",希望国民党坚持""九二共识""、反对""台独""。陈斌华就此答问表示,统一是历史大势,是正道;""台独""是历史逆流,是绝路。赖清德当局顽固坚持""台独""分裂立场,鼓吹""新两国论"",蓄意谋""独""挑衅,企图""倚外谋独""、""以武谋独"",违逆潮流、背离大势,必遭失败。我们愿在坚持""九二共识""、反对""台独""共同政治基础上,加强与台湾各政党、团体、有识之士的联系沟通,促进两岸交流合作,维护台海和平稳定,推动两岸关系和平发展,推进祖国统一。
  台前海军舰长、退役少校吕礼诗近日在珠海航展受访表示想让台湾民众知道""我们中国有多强"",有民进党民意代表针对性提案修改相关条例对退役少校以上人员予以""规范"",内容包括若有""不忠""言行将剥夺月退俸。对此,陈斌华答问表示,我不清楚提案的民进党民意代表是否看过一部台湾老电影《八百壮士》,唱过影片中的插曲《中国一定强》,但我知道许许多多台湾同胞都受过做堂堂正正中国人的教育,曾经心潮澎湃地高唱过《中国一定强》,抒发过对中国富强、民族复兴的热切期盼。
  他指出,吕礼诗先生参观珠海航展后的感言发自肺腑,表达了真挚的民族情怀,引发了两岸同胞强烈共鸣。民进党民意代表的跳梁行为,不仅戳破了他们标榜的所谓""民主自由""、""言论自由""的谎言,也暴露了他们面对大陆强大实力的恐惧。
  马英九文教基金会邀访的大陆高校师生参访团27日启程赴台,陈斌华应询介绍,该团由清华大学党委书记、校务委员会主任邱勇院士担任团长、7所高校共40名师生组成,将与台湾6所高校和1所高中开展交流,并参访台湾有关历史文化古迹。
  他表示,此前,台湾各界特别是青年学生对该团到访表达了高度期待和热烈欢迎。希望访问团在台一切顺利,期待两岸青年学生借此机会加强交流互动、增进相互了解、深化彼此友谊。两岸青年是推动两岸关系发展最活跃、最积极的因素,理应受到两岸各界的大力支持。我们将一如既往推动两岸青年交流,持续为两岸青年互学互鉴、交流交心搭建更多平台、创造更多机会,让两岸青年在交流交往交融中越走越近、越走越亲。
  针对岛内有人将此次参访交流说成""统战""手段,陈斌华表示,我们一贯倡导和积极推动两岸青年交流,乐见两岸青年常来常往、走近走亲。这次访问是两岸年轻人的青春之约和双向奔赴,岛内各界特别是青年学子对此非常期盼。大陆高校师生访问团,顾名思义,就是高校青年学生交流。不知道岛内这些人到底在怕什么?他们到底是想让两岸青年交流还是交恶?我们希望两岸各界共同努力,让两岸青年交流回归青春昂扬、活力四射的底色,也希望访问团在台交流参访一切顺利。

(责编:牛镛、岳弘彬)"
民进党当局抹黑污蔑大陆惩治“台独”顽固分子司法文件 国台办回应,http://tw.people.com.cn/n1/2025/0115/c14657-40402488.html,人民网-台湾频道,贾文婷,2025-01-15 02:40:09,陈斌华表示，《关于依法惩治“台独”顽固分子分裂国家、煽动分裂国家犯罪的意见》，是针对民进党当局顽固坚持“台独”分裂立场、不断进行谋“独”挑衅采取的重大措施，是维护台海和平稳定、切实保障台湾同胞安全福祉的应有之义和必要之举,"人民网北京1月15日电 (苏缨翔、曹欣悦)国务院台湾事务办公室15日举行例行新闻发布会,发言人陈斌华主持发布会并答问。
南方日报 南方+记者提问:近日,民进党当局再度抹黑污蔑大陆出台的惩治""台独""顽固分子司法文件影响两岸交流,炒作台湾民众赴大陆有人身安全风险。对此有何评论?
陈斌华表示,《关于依法惩治""台独""顽固分子分裂国家、煽动分裂国家犯罪的意见》,是针对民进党当局顽固坚持""台独""分裂立场、不断进行谋""独""挑衅采取的重大措施,是维护台海和平稳定、切实保障台湾同胞安全福祉的应有之义和必要之举。对此,民进党当局一再歪曲抹黑,肆意散布谣言、恐吓民众,妄图借此阻挠破坏两岸交流、升高两岸对立,不得人心,不会得逞。
陈斌华再次重申,司法文件针对的是极少数涉""独""言行恶劣、谋""独""活动猖獗的""台独""顽固分子,不涉及广大台湾民众。我们热忱欢迎广大台胞来大陆走走看看、参访交流,高高兴兴来、平平安安回,以自己的亲身经历让民进党当局的谣言不攻自破。希望广大台湾民众不要再被他们欺骗和裹挟。

(责编:贾文婷、杨牧)"
民进党当局禁止大陆零食输台和售卖 国台办：连小小花生米都容不下,http://tw.people.com.cn/n1/2024/1030/c14657-40350394.html,人民网-台湾频道,崔越,2024-10-30 03:19:08,中央广播电视总台台海之声和看台海新媒体记者提问：备受台湾民众喜爱的大陆零食“黄飞红花生”日前被民进党当局以“保护岛内相关产业”为由禁止输台和售卖。,"人民网北京10月30日电 (苏缨翔、王禹蘅)国务院台湾事务办公室30日举行例行新闻发布会,发言人朱凤莲主持发布会并答问。
中央广播电视总台台海之声和看台海新媒体记者提问:备受台湾民众喜爱的大陆零食""黄飞红花生""日前被民进党当局以""保护岛内相关产业""为由禁止输台和售卖。台湾民众对此表示不解,有岛内网友晒出照片表示""正在偷吃""。对此有何评论?
朱凤莲回答:多年来,我们秉持""两岸一家亲""理念,采取措施帮助台湾农产品进入大陆市场,协助台企台农拓展大陆内销市场,台湾农民朋友获得了实实在在的好处。反观民进党当局顽固坚持""台独""立场,不断进行谋""独""挑衅,升高两岸敌意对抗,阻碍两岸交流合作,至今仍单方面限制大陆1000多项农产品输入台湾,不仅阻碍了两岸农产品贸易的正常进行,也严重损害了两岸同胞利益,是不得民心的。
民进党当局之所以大张旗鼓""禁止输入""""严格限购""你提到的这款辣花生,根本原因是它产自大陆。可见民进党当局一味进行政治操弄已经到了连小小花生米都容不下的地步。事实上,随着两岸交流不断扩大,越来越多的大陆休闲零食受到台湾民众的关注和喜爱,无论是辣花生、螺蛳粉,还是魔芋爽、鲜花饼,都在台湾掀起一波又一波""零食热""。我们将持续努力,不断丰富台湾民众的""零食箱"",品种更多样、口味更多元。大陆网友们可以给台湾的朋友们多推荐几款好吃的零食。我们也欢迎更多台湾同胞来大陆走走看看,打卡更多美食地图,去发现更多的地方特色零食。

(责编:崔越、杨牧)"
国际观察：蓬佩奥跑到台湾撒谎欺骗为哪般,http://usa.people.com.cn/n1/2025/0117/c241376-40403871.html,人民网-国际频道,林凡巽,2025-01-17 00:57:16,“台独”分裂行径同台海和平稳定水火不容。美方想要维护台海和平，关键是要认清赖清德和民进党当局的“台独”本性，慎之又慎处理台湾问题，明确反对“台独”，支持中国和平统一。,"近日,美国前国务卿蓬佩奥应台湾民进党当局邀请窜访台湾并大放厥词,鼓动""台独""分裂活动,叫嚣美台联合遏制中国大陆。
蓬佩奥是什么人?国际社会看得很清楚。他就是那个整天把""我们撒谎、我们欺骗、我们偷窃""挂在嘴边的美国前中情局局长;是那个被美国主流媒体称为""历史上最差国务卿""的无能政客;是那个在尼克松图书馆发表被称为""新铁幕演说""的反华急先锋;是那个以中国为主要对手战略的主要操刀者和执行者。正是在蓬佩奥担任国务卿期间,美国出台一系列涉华消极举措,严重破坏中美关系。
蓬佩奥特别喜欢往台湾跑。这次至少是他卸任美国国务卿后第四次窜台。蓬佩奥频频窜台,有自己的小九九。一是捞钱。蓬佩奥原以为有前国务卿的身份加持,就可以在美国内名利双收。但中国把他列入了制裁名单,美国的政商界迅速与他划清界限。他的日子过得并不如意,只能通过窜台演讲,以""支持台独""敛财。二是刷存在感。蓬佩奥选择在美国新届政府就职前窜台并发表演讲,是想向台湾当局显示自己仍有用,妄图把自己的一些私货塞给下届美国政府。
蓬佩奥果真仍能为台湾办事吗?显然未必。2021年美国国会山骚乱后,蓬佩奥迅速同特朗普划清界限。2022年,海湖庄园被美国联邦调查局搜查后,蓬佩奥公开支持民主党对特朗普进行调查。特朗普最看重的是忠心,专门发帖表示不会邀请蓬佩奥加入其新政府。既然特朗普不邀请蓬佩奥加入政府,又怎会让他的一些私货来决定美国的对外政策?连台湾普通老百姓都称""特朗普不要的人,却被民进党奉为座上宾""。蓬佩奥这个时候跑到台湾,是要为美国新政府就职添彩还是添乱?恐怕他自己也不关心这些问题,他想的只是台湾的票子。
蓬佩奥依旧是那个""谎言制造机""。此次窜台期间,叫嚣""台湾是自由的、独立的,决定台湾未来的不是中国而是我们""。这不仅是彻头彻尾的谎言,而且有蚍蜉撼树式的自不量力。世界上只有一个中国,台湾是中国不可分割的一部分,这是谁也无法改变的事实,是国际社会的普遍共识。谁也不能阻挡中国统一的历史大势!蓬佩奥公然支持""台独"",不仅站在了美国对华政策的对立面,更站在14亿多中国人民的对立面。
蓬佩奥这次在台湾宣称美国帮助台湾是因为美台有共同的价值观。这种说法同样站不住脚。别说这是蓬佩奥讲的,就连美国政府对那些所谓""有共同价值观""的国家,又能尽多少保护责任呢?事实是,包括蓬佩奥在内的美国一些势力一直想通过台湾遏制中国。在他们眼里,台湾只不过是美国的一颗""棋子"",用可以,但为""棋子""出力就不是那么情愿了。美国从越南和阿富汗溃败的历史表明,美国奉行的永远是美国优先,无论将""捍卫共同价值观""的口号喊得多响,只要美国有需要,""棋子""随时可能变成""弃子""。台湾民进党当局不会没有想到这一点,台湾老百姓更显然早已看透这一点。
台湾问题是中美关系第一条不可逾越的红线,一个中国原则是中美关系的政治基础。""台独""分裂行径同台海和平稳定水火不容。美方想要维护台海和平,关键是要认清赖清德和民进党当局的""台独""本性,慎之又慎处理台湾问题,明确反对""台独"",支持中国和平统一。美方不要本想利用""台独"",却反被""台独""拉下水。希望美国新政府认清形势,与蓬佩奥之流划清界限,恪守一个中国原则和中美三个联合公报,慎重妥善处理台湾问题,避免""台独""势力及其分裂行径冲击中美关系的政治根基。
(作者是国际问题观察员)

(责编:林凡巽、姜洁)"
促进两岸交流  共绘融合愿景,http://cpc.people.com.cn/n1/2025/0617/c64387-40502062.html,人民网－人民日报,唐宋,2025-06-17 00:35:26,台湾海峡两岸经贸文化交流协会秘书长邓岱贤说，在当前台海形势之下，海峡论坛对于增进两岸交流合作、促进两岸同胞心灵契合有重要意义，也为两岸关系和平发展、融合发展创造更多有利条件。　　,
国际观察：蓬佩奥跑到台湾撒谎欺骗为哪般,http://world.people.com.cn/n1/2025/0116/c1002-40403236.html,人民网-国际频道,王禹蘅,2025-01-16 01:42:23,“台独”分裂行径同台海和平稳定水火不容。美方想要维护台海和平，关键是要认清赖清德和民进党当局的“台独”本性，慎之又慎处理台湾问题，明确反对“台独”，支持中国和平统一。,"近日,美国前国务卿蓬佩奥应台湾民进党当局邀请窜访台湾并大放厥词,鼓动""台独""分裂活动,叫嚣美台联合遏制中国大陆。
蓬佩奥是什么人?国际社会看得很清楚。他就是那个整天把""我们撒谎、我们欺骗、我们偷窃""挂在嘴边的美国前中情局局长;是那个被美国主流媒体称为""历史上最差国务卿""的无能政客;是那个在尼克松图书馆发表被称为""新铁幕演说""的反华急先锋;是那个以中国为主要对手战略的主要操刀者和执行者。正是在蓬佩奥担任国务卿期间,美国出台一系列涉华消极举措,严重破坏中美关系。
蓬佩奥特别喜欢往台湾跑。这次至少是他卸任美国国务卿后第四次窜台。蓬佩奥频频窜台,有自己的小九九。一是捞钱。蓬佩奥原以为有前国务卿的身份加持,就可以在美国内名利双收。但中国把他列入了制裁名单,美国的政商界迅速与他划清界限。他的日子过得并不如意,只能通过窜台演讲,以""支持台独""敛财。二是刷存在感。蓬佩奥选择在美国新届政府就职前窜台并发表演讲,是想向台湾当局显示自己仍有用,妄图把自己的一些私货塞给下届美国政府。
蓬佩奥果真仍能为台湾办事吗?显然未必。2021年美国国会山骚乱后,蓬佩奥迅速同特朗普划清界限。2022年,海湖庄园被美国联邦调查局搜查后,蓬佩奥公开支持民主党对特朗普进行调查。特朗普最看重的是忠心,专门发帖表示不会邀请蓬佩奥加入其新政府。既然特朗普不邀请蓬佩奥加入政府,又怎会让他的一些私货来决定美国的对外政策?连台湾普通老百姓都称""特朗普不要的人,却被民进党奉为座上宾""。蓬佩奥这个时候跑到台湾,是要为美国新政府就职添彩还是添乱?恐怕他自己也不关心这些问题,他想的只是台湾的票子。
蓬佩奥依旧是那个""谎言制造机""。此次窜台期间,叫嚣""台湾是自由的、独立的,决定台湾未来的不是中国而是我们""。这不仅是彻头彻尾的谎言,而且有蚍蜉撼树式的自不量力。世界上只有一个中国,台湾是中国不可分割的一部分,这是谁也无法改变的事实,是国际社会的普遍共识。谁也不能阻挡中国统一的历史大势!蓬佩奥公然支持""台独"",不仅站在了美国对华政策的对立面,更站在14亿多中国人民的对立面。
蓬佩奥这次在台湾宣称美国帮助台湾是因为美台有共同的价值观。这种说法同样站不住脚。别说这是蓬佩奥讲的,就连美国政府对那些所谓""有共同价值观""的国家,又能尽多少保护责任呢?事实是,包括蓬佩奥在内的美国一些势力一直想通过台湾遏制中国。在他们眼里,台湾只不过是美国的一颗""棋子"",用可以,但为""棋子""出力就不是那么情愿了。美国从越南和阿富汗溃败的历史表明,美国奉行的永远是美国优先,无论将""捍卫共同价值观""的口号喊得多响,只要美国有需要,""棋子""随时可能变成""弃子""。台湾民进党当局不会没有想到这一点,台湾老百姓更显然早已看透这一点。
台湾问题是中美关系第一条不可逾越的红线,一个中国原则是中美关系的政治基础。""台独""分裂行径同台海和平稳定水火不容。美方想要维护台海和平,关键是要认清赖清德和民进党当局的""台独""本性,慎之又慎处理台湾问题,明确反对""台独"",支持中国和平统一。美方不要本想利用""台独"",却反被""台独""拉下水。希望美国新政府认清形势,与蓬佩奥之流划清界限,恪守一个中国原则和中美三个联合公报,慎重妥善处理台湾问题,避免""台独""势力及其分裂行径冲击中美关系的政治根基。
(作者是国际问题观察员)

(责编:王禹蘅、杨牧)"
国台办：“联合利剑－2024B”演习是捍卫国家主权和领土完整的正义之举,http://tw.people.com.cn/n1/2024/1014/c14657-40339094.html,新华网,胡永秋,2024-10-14 10:46:20,他指出，赖清德上台以来，顽固坚持“台独”分裂立场，大肆贩卖其“台独”主张，严重挑衅一个中国原则，勾连外部势力不断进行谋“独”挑衅，严重破坏两岸关系，严重威胁台海和平稳定。“台独”与台海和平水火不容，如果赖清德当局执迷不悟，继续谋“独”挑衅，将把台湾民众推向灾难深渊。 陈斌华表示，国家统一是不可阻挡的历史大势，是不容挑战的民族大义。,"国台办发言人陈斌华在例行新闻发布会上。(资料照片)
新华社北京10月14日电 国务院台办发言人陈斌华14日表示,中国人民解放军东部战区今天组织战区陆军、海军、空军、火箭军等兵力,位台湾海峡、台岛北部、台岛南部、台岛以东,开展""联合利剑-2024B""演习,是对赖清德不断编造""台独""谬论、宣扬分裂主张的坚决惩戒,是对""台独""分裂势力谋""独""挑衅的有力震慑,是捍卫国家主权和领土完整的正义之举。
他指出,赖清德上台以来,顽固坚持""台独""分裂立场,大肆贩卖其""台独""主张,严重挑衅一个中国原则,勾连外部势力不断进行谋""独""挑衅,严重破坏两岸关系,严重威胁台海和平稳定。""台独""与台海和平水火不容,如果赖清德当局执迷不悟,继续谋""独""挑衅,将把台湾民众推向灾难深渊。
陈斌华表示,国家统一是不可阻挡的历史大势,是不容挑战的民族大义。我们解决台湾问题、完成国家统一的意志坚如磐石,维护国家主权和领土完整的能力坚不可摧,惩治谋""独""挑衅、粉碎分裂图谋的行动坚决有力。我们的反制措施针对的是""台独""分子的分裂行径和外部势力干涉,绝非针对广大台湾同胞。希望广大台湾同胞坚守民族大义、顺应历史大势,充分认清""台独""分裂的极端危险性、危害性,坚决反对""台独""分裂和外来干涉,坚定守护中华民族共同家园,与大陆同胞携手共创国家统一、民族复兴的美好未来。

(责编:胡永秋、杨光宇)"
促进两岸交流  共绘融合愿景,http://tw.people.com.cn/n1/2025/0617/c14657-40501899.html,人民网－人民日报,牛镛,2025-06-16 21:45:17,台湾海峡两岸经贸文化交流协会秘书长邓岱贤说，在当前台海形势之下，海峡论坛对于增进两岸交流合作、促进两岸同胞心灵契合有重要意义，也为两岸关系和平发展、融合发展创造更多有利条件。　　,"凤凰花又开,跨海再相聚。6月15日,第十七届海峡论坛大会在福建厦门举行。  习近平总书记强调:两岸同胞一家亲,谁也无法割断我们的血脉亲情,谁也不能阻挡祖国统一的历史大势!  本届论坛延续往届""扩大民间交流、深化融合发展""的主题,举办主论坛活动以及基层交流、青年交流、文化交流、经济交流四大板块56项活动。畅叙乡情乡谊、共话融合发展,两岸同胞充分表达了要和平、要发展、要交流、要合作的共同心声。  融合发展 持续深化  跨海携手,相向而行。本届海峡论坛上,台湾有关政党代表以及工会、青年、妇女、农渔水利、文化旅游、卫生健康、工商金融等各界人士超过7000人参加。  ""两岸同胞对美好生活的向往、对携手发展的期待,从来都是相通的。""在第八届两岸基层治理论坛上,台湾中华统一促进党总裁张安乐说,""只要我们心往一处想、劲往一处使,就没有克服不了的困难。""  ""血缘断不了,亲情割不断,交流的渴望更不可能被任何力量阻挡。""台湾嘉宾游智彬的一席话,道出了两岸同胞的共同心声。  从寻根谒祖到经贸对接,从文化溯源到民生共议,本届海峡论坛的热点纷呈与良好氛围,生动体现了两岸共话桑梓、同叙乡情的双向奔赴。  ""每次到厦门都有一种回家的感觉,厦门与金门'两门'本是一家。""第三届厦金同城生活圈论坛暨厦金民俗文创嘉年华上,金门同乡会总会创会总会长李台山分享了他对两岸融合发展的深切感受。  如今,厦金""同城生活圈""加快构建,截至今年5月底,厦金""小三通""客运航线已累计运送旅客2244万人次,厦金大桥厦门段步入大规模装配化施工阶段。  两岸一家亲,闽台亲上亲。《中共中央国务院关于支持福建探索海峡两岸融合发展新路  建设两岸融合发展示范区的意见》印发以来,福建省已累计发布共四批62条政策措施。示范区建设已形成一批先行先试经验,取得一批首创性对台融合发展成果,福建正日益成为台胞台企来大陆发展的第一家园。  亲望亲好  越走越亲  两岸关系根基在民间,动力在人民,希望在青年。本届论坛紧扣与百姓生活息息相关的民生话题,举办一系列有温度、接地气的民间基层交流活动,两岸同胞在亲望亲好的期许中,越走越近、越走越亲。  ""创业10年来,我们一直以柑橘产业整合发展为主,希望在未来加紧努力,共建和美乡村。""在两岸特色乡镇交流对接暨和美乡村发展论坛上,福建永春叙柑园果业股份有限公司负责人、台湾青年苏轩仪说。  青春范十足,青春风劲吹。从海峡青年论坛到海峡两岸关爱下一代成长论坛,从海峡视听季到海峡两岸艺术交流汇,本届海峡论坛精心设置的精彩活动,吸引两岸青年共赴""青春之约""。  在海峡青年论坛上,曾参与多部国产动画电影美术设计的王毅,以自身经历分享说:""我相信,两岸青年能一起打造更多让世界惊艳的动画电影作品。""  ""青年是两岸关系的未来。""来自台湾的陈翊瑄在清华大学读博士,今年参加了海峡两岸青少年新媒体论坛,她深有感触:""在新媒体快速发展的当下,两岸青年拥有共同的文化根基,在交流中碰撞思维火花,消除误解与隔阂,才能增进理解、取长补短,共同创造属于青年一代的美好未来。""  交流大势  不可阻挡  ""海峡论坛已经连续举办17届,内容丰富,范围广泛,是两岸规模最大的民间交流盛会。""台湾海峡两岸经贸文化交流协会秘书长邓岱贤说,在当前台海形势之下,海峡论坛对于增进两岸交流合作、促进两岸同胞心灵契合有重要意义,也为两岸关系和平发展、融合发展创造更多有利条件。  台湾时事评论员谢志传表示,此次有超过7000名台湾各界人士积极参加,事实一再证明,两岸关系好,台湾才会好。任何想要阻挠两岸交流的企图最终只是徒劳。  台湾媒体也从各个角度对海峡论坛做了报道。《联合报》关注中国国民党前主席马英九首度出席海峡论坛,并引述他在大会上的发言指出,两岸唯有透过不间断的交流与认识,才能减少误解、避免误判,建立信任与共识。《工商时报》关注两岸融合发展示范区建设等最新成效,重点聚焦最新发布的《关于金融支持福建探索海峡两岸融合发展新路  建设两岸融合发展示范区的若干措施》,并引述专家观点认为,""短期来看,该政策可为台商提供更多金融支持"",""长期来看,则是朝向两岸融合发展的方向迈进""。
  《 人民日报 》( 2025年06月17日   06 版)

(责编:牛镛、岳弘彬)"
